customer_city,delivery_delay,geolocation_lat,geolocation_lng,seller_city,seller_state,price
Teresina,-10.239405204460967,-5.079949204390704,-42.79071557093898,Teresina,PI,2383.0
Santo Antonio De Padua,-11.9,-21.550228339820368,-42.193044092356295,Santo Antonio De Padua,RJ,2416.0
Braco Do Norte,-13.75,-28.274449221682595,-49.16536665114365,Braco Do Norte,SC,2418.2999999999997
Garopaba,-10.272727272727273,-28.035429505504453,-48.627746848555816,Garopaba,SC,2430.0
Vargem Grande Paulista,-12.209302325581396,-23.622338361074387,-47.01265586806666,Vargem Grande Paulista,SP,2489.3
Tiradentes,-9.0,-21.11012566489478,-44.17422924657657,Tiradentes,MG,2511.5000000000005
Buritama,-11.222222222222221,-21.067434714193855,-50.14444831795706,Buritama,SP,2575.9
Caucaia,-11.944297082228116,-3.7478478051126687,-38.642491355344774,Caucaia,CE,2627.82
Santa Terezinha De Itaipu,-13.333333333333334,-25.442209106905345,-54.402265360709826,Santa Terezinha De Itaipu,PR,2636.7200000000003
Massaranduba,-17.666666666666668,-26.60877921690227,-49.000830281288955,Massaranduba,SC,2658.45
Coxim,-8.0,-18.50659781933703,-54.74755762906914,Coxim,MS,2658.9
Mombuca,-4.333333333333333,-20.569366475414434,-46.02311914850127,Mombuca,SP,2666.7000000000003
Pinhais,-11.814628571428571,-25.435597214605387,-49.18182260940979,Pinhais,SP,2752.5
Barra Mansa,-10.556762545899632,-22.539859185882506,-44.17447578993405,Barra Mansa,RJ,2855.37
Curitiba,-13.537212594643105,-25.45069782958967,-49.27366473965211,Curitiba,SP,2858.2999999999997
Conchal,-16.05263157894737,-22.338518695550928,-47.16870256768665,Conchal,SP,2858.99
Bento Goncalves,-14.547939725296706,-29.16726688707504,-51.514627821957866,Bento Goncalves,RS,2860.09
Ouro Fino,-13.0,-22.278747864794326,-46.37165071125287,Ouro Fino,MG,2877.7
Morrinhos,-13.114200595829196,-17.24381169360342,-48.809677977016044,Morrinhos,GO,3009.25
Cornelio Procopio,-17.083333333333332,-23.18132628428975,-50.64933554119286,Cornelio Procopio,PR,3026.0
Pilar Do Sul,-12.916666666666666,-23.811799896344418,-47.72344997750715,Pilar Do Sul,SP,3072.3
Campo Do Meio,-9.5,-21.109665382648636,-45.82946859543376,Campo Do Meio,MG,3148.0
Descalvado,-13.384615384615385,-21.90875340512431,-47.61985789357961,Descalvado,SP,3220.7599999999998
Imbe,-15.307692307692308,-29.949729782423248,-50.118878488763094,Imbe,RS,3221.5
Jaguaruna,-15.0,-28.631582976253362,-49.02290842795707,Jaguaruna,SC,3236.7
Parnamirim,-16.286099865047234,-5.973544835035124,-35.378542516997385,Parnamirim,RN,3266.6
Mogi Mirim,-11.811587026491706,-22.429864616311065,-46.96263849943935,Mogi Mirim,SP,3357.86
Echapora,-16.0,-22.42991352757263,-50.20537399541853,Echapora,SP,3367.2699999999995
Japira,-15.333333333333334,-23.812156076337978,-50.14033915045725,Japira,PR,3415.7
Ferraz De Vasconcelos,-10.40352325901459,-23.537338710061853,-46.37341205023641,Ferraz De Vasconcelos,SP,3422.09
Arvorezinha,-13.75,-28.871521064173052,-52.180098190846316,Arvorezinha,RS,3446.9
Cachoeiro De Itapemirim,-11.272892863056798,-20.846725800423727,-41.12241462305765,Cachoeiro De Itapemirim,ES,3473.79
Dois Corregos,-12.090909090909092,-22.367915204565954,-48.38643158098792,Dois Corregos,SP,3477.7
Vitoria,-11.67338255923294,-20.28389403329455,-40.29057362906989,Vitoria,ES,3507.9700000000003
Rio Bonito,-13.074074074074074,-22.71197228755435,-42.630201171688654,Rio Bonito,RJ,3514.0
Ibia,-11.625,-19.492679995904062,-46.54748864208533,Ibia,MG,3530.75
Mandirituba,2.0,-25.771004520390672,-49.32500627915659,Mandirituba,PR,3578.0
Porto Velho,-18.52979104477612,-8.757386049290929,-63.877746628432675,Porto Velho,RO,3579.94
,,,,Brejao,PE,3624.35
Indaial,-12.328373015873016,-26.89649235293813,-49.23862102664853,Indaial,SC,3636.88
Santo Antonio De Posse,-13.0,-22.605573745885025,-46.920154819811344,Santo Antonio De Posse,SP,3654.0
Concordia,-8.95561797752809,-27.230652939757103,-52.02485791227157,Concordia,SC,3662.0
Toledo,-10.85217586361597,-24.725721378193658,-53.7428904492783,Toledo,PR,3706.67
Tres Rios,-15.537822111388197,-22.11288167317726,-43.20513897470315,Tres Rios,RJ,3714.83
Montes Claros,-14.49326635678649,-16.726992908241538,-43.862521723901246,Montes Claros,MG,3764.0
Entre Rios Do Oeste,-15.333333333333334,-24.70347004029706,-54.240539117702625,Entre Rios Do Oeste,PR,3816.17
Aracatuba,-13.554973262032085,-21.206889930684135,-50.44270100728234,Aracatuba,SP,3843.92
Anapolis,-10.154323239693543,-16.326833033203332,-48.94736504069046,Anapolis,GO,3896.42
Andradas,-16.666666666666668,-22.070559830857196,-46.573545435867445,Andradas,SP,3900.09
Jaguariuna,-12.279787282813002,-22.694096522949238,-46.98530884692478,Jaguariuna,SP,3967.6000000000004
Mirassol,-13.137931034482758,-20.81507602865099,-49.507089050663794,Mirassol,SP,3983.1600000000003
Barretos,-13.394655901576316,-20.560159342869255,-48.567835574585985,Barretos,SP,4034.8100000000004
Tatui,-14.158570437196392,-23.35138183824862,-47.84741797948772,Tatui,SP,4098.89
Ribeirao Das Neves,-13.813646368305209,-19.781575121845353,-44.05317135171096,Ribeirao Das Neves,MG,4197.09
Araucaria,-12.030438961871194,-25.58654602106341,-49.38632101349363,Araucaria,PR,4215.09
Loanda,-19.076923076923077,-22.92958347247877,-53.135749779827556,Loanda,PR,4258.780000000001
Rio Verde,-11.496769383697814,-17.802345852422537,-50.919164211174525,Rio Verde,GO,4278.75
Taboao Da Serra,-11.228878148526814,-23.621990839360514,-46.77948913432211,Taboao Da Serra,SP,4317.47
Muqui,-10.0,-20.951432735910483,-41.342105694944046,Muqui,ES,4353.9
Cafelandia,-15.139400921658986,-23.150154371240617,-51.37972082098319,Cafelandia,SP,4389.37
Tabatinga,-10.6,-21.73706334787352,-48.68756876841966,Tabatinga,SP,4469.77
Paraiba Do Sul,-11.055555555555555,-22.165064136726443,-43.292566627183746,Paraiba Do Sul,RJ,4537.6
Palhoca,-10.580821569375557,-27.653266354856587,-48.6726193849992,Palhoca,SC,4673.85
Bertioga,-11.446808510638299,-23.81765711650305,-46.07870889080959,Bertioga,SP,4702.96
Fronteira,-16.5,-20.279404799268004,-49.201329764525894,Fronteira,MG,4705.29
,,,,Sao Paluo,SP,4779.92
Sao Pedro,-10.25,-22.551504805737167,-47.90677329155473,Sao Pedro,SP,4807.41
,,,,Sp,SP,4838.2
Curitibanos,-14.75,-27.291210360795045,-50.57743737428836,Curitibanos,SC,4918.79
Sao Joao De Meriti,-7.270823462522506,-22.78932634159598,-43.37041552060655,Sao Joao De Meriti,RJ,4970.83
Jales,-14.02751572327044,-20.270572618608764,-50.54483876654708,Jales,SP,5039.9
Taubate,-12.930780805885304,-23.02471401703967,-45.564126602117234,Taubate,SP,5149.88
Lagoa Da Prata,-16.3,-20.024339492011258,-45.537111019219054,Lagoa Da Prata,MG,5184.2
Sao Joao Del Rei,-12.612886119581068,-21.1282389427018,-44.24504167892399,Sao Joao Del Rei,MG,5370.8
Sao Leopoldo,-13.896222440668446,-29.767537461947057,-51.14426329089664,Sao Leopoldo,RS,5475.9
Batatais,-13.777777777777779,-20.892935312354172,-47.58472428382266,Batatais,SP,5587.63
Coronel Fabriciano,-15.452380952380953,-19.50820825180494,-42.62320815051256,Coronel Fabriciano,MG,5598.2
Novo Horizonte,-10.066989996968779,-21.474061933600165,-49.22529349189486,Novo Horizonte,SP,5638.62
Cosmopolis,-11.761343753645166,-22.641120505984716,-47.189591946196686,Cosmopolis,SP,5673.0
Alfenas,-14.72455686118303,-21.423696526195876,-45.94916671293992,Alfenas,MG,5759.66
Balneario Camboriu,-10.025342519996832,-26.99163962839851,-48.63274346488994,Balneario Camboriu,SC,5769.93
Bebedouro,-11.72630143214367,-20.94410726133832,-48.48960606716831,Bebedouro,SP,5884.17
Campo Grande,-10.383579006666041,-20.467776235507905,-54.61162885967611,Campo Grande,MS,5892.79
Mesquita,-13.168468230951753,-22.770488948561624,-43.421783391568795,Mesquita,RJ,5944.72
Dracena,-11.407407407407407,-21.486683807888387,-51.53395507459641,Dracena,SP,5954.1
Cruzeiro,-11.38506588579795,-22.573032518729974,-44.962850308156845,Cruzeiro,SP,6212.08
Fazenda Rio Grande,-14.163215590742997,-25.652437133566284,-49.30712354847683,Fazenda Rio Grande,PR,6322.820000000001
,,,,Vendas@Creditparts.Com.Br,PR,6381.78
Mage,-14.346445268418508,-22.64154378631861,-43.11631286905294,Mage,RJ,6574.1900000000005
Natal,-13.154261954261955,-5.820271521751465,-35.214929255452624,Natal,RN,6576.0
Tubarao,-11.091239069460485,-28.481720031763,-49.01021975243865,Tubarao,SC,6608.33
Pocos De Caldas,-13.806926705787596,-21.791896292490758,-46.56625903868675,Pocos De Caldas,MG,6637.87
Icara,-13.285714285714286,-28.71565981519538,-49.2993831551923,Icara,SC,6674.0
Luiz Alves,-18.0,-26.71918781607405,-49.00615846981194,Luiz Alves,SC,6729.5
Parai,-11.333333333333334,-28.59618465915749,-51.786985718034465,Parai,RS,6911.71
Claudio,-11.3,-20.438748612768357,-44.764109547661604,Claudio,MG,6921.39
Nova Iguacu,-10.42898902260783,-22.742924702102258,-43.464635358576714,Nova Iguacu,RJ,6940.7
Timoteo,-14.534816374884823,-19.551438786463134,-42.64045605206267,Timoteo,MG,7058.0
Ipaussu,-15.0,-23.055168941127352,-49.62701112282012,Ipaussu,SP,7268.0
,,,,Arraial D'Ajuda (Porto Seguro),BA,7286.88
Criciuma,-11.838780297107116,-28.683022492884433,-49.373305635607984,Criciuma,SC,7430.0
Conselheiro Lafaiete,-11.420085432054819,-20.655443402109867,-43.776382013266584,Conselheiro Lafaiete,MG,7512.5
Itajai,-10.906709313837483,-26.906266801781065,-48.67999706285041,Itajai,SP,7523.5599999999995
Canoinhas,-15.037037037037036,-26.177827577250756,-50.3925025499352,Canoinhas,SC,7628.599999999999
California,-17.0,-23.66534893456033,-51.35651633958199,California,PR,7630.0
Sinop,-10.151704073150457,-11.858540459482164,-55.508846685646986,Sinop,MT,7784.5
Duque De Caxias,-10.551822866959343,-22.717964179116237,-43.294222546735696,Duque De Caxias,RJ,7893.9
Pompeia,-12.411764705882353,-22.103822341834295,-50.178654039741254,Pompeia,SP,7901.88
,,,,Scao Jose Do Rio Pardo,SP,7910.84
Catanduva,-12.719035582344935,-21.135143881601806,-48.971050365085965,Catanduva,SP,7994.45
Varginha,-14.359660033167495,-21.560843326739313,-45.438481760722375,Varginha,MG,8000.35
Sao Sebastiao,-11.22622420072845,-23.731946662465916,-45.51144491613436,Sao Sebastiao,SP,8261.0
Vila Velha,-9.283374965306688,-20.351354592675484,-40.29606890422084,Vila Velha,ES,8315.99
Poa,-12.153083973247462,-23.525014483862847,-46.34639615405517,Poa,SP,8393.14
Nilopolis,-10.19399518238128,-22.810202606767813,-43.41956435833728,Nilopolis,RJ,8470.7
Lajeado,-14.561559200179735,-29.45313011433721,-51.965431908623565,Lajeado,RS,8523.59
Valinhos,-11.439786918173086,-22.964880993420888,-46.995457808421904,Valinhos,SP,8576.39
,,,,Sao Paulo - Sp,SP,8651.900000000001
Sao Joaquim Da Barra,-7.676470588235294,-20.585828938596133,-47.86355909025438,Sao Joaquim Da Barra,SP,8711.4
,,,,Vicente De Carvalho,SP,8714.55
Mateus Leme,-12.375,-19.99164906712579,-44.428983099884455,Mateus Leme,MG,8757.98
Ilheus,-8.521279274741879,-14.804258732846652,-39.03864476034127,Ilheus,BA,8865.47
Sao Roque,-11.805208898534998,-23.53224382721352,-47.13060801119386,Sao Roque,SP,8887.18
Cuiaba,-13.278259870122406,-15.592745802040861,-56.07538445034674,Cuiaba,MT,8905.32
Carazinho,-16.608695652173914,-28.291480903648107,-52.79032945247025,Carazinho,RS,8909.480000000001
Lencois Paulista,-12.250532724505327,-22.600745780659523,-48.79835108963984,Lencois Paulista,SP,8966.52
Itapevi,-10.876956041815466,-23.550939574302518,-46.94245377031332,Itapevi,SP,8996.74
Itajobi,-6.5,-21.314615447598676,-49.05537942757927,Itajobi,SP,9026.08
Jacutinga,-13.036311514572384,-22.301142876747463,-46.62615350020084,Jacutinga,MG,9168.41
Castro,-12.751515151515152,-24.795510681850175,-49.996327776187286,Castro,PR,9337.650000000001
Paulinia,-9.372471241570805,-22.762051316340226,-47.16187916311557,Paulinia,SP,9374.26
,,,,Gama,DF,9385.699999999999
Bofete,-7.6,-23.109250411090414,-48.26253534559851,Bofete,SP,9399.97
Ponte Nova,-12.92162965058707,-20.410227051349572,-42.89931226192316,Ponte Nova,MG,9478.300000000001
Guaruja,-11.466798810703667,-23.98610423865151,-46.25869923382018,Guaruja,SP,9580.75
Ipatinga,-13.69345916415654,-19.47020546800863,-42.55714388007582,Ipatinga,MG,9784.5
Francisco Beltrao,-13.318356164383562,-26.076486503227105,-53.05182465158663,Francisco Beltrao,PR,9786.75
,,,,Paincandu,PR,9827.95
Bariri,-15.066666666666666,-22.074148535297056,-48.740361206418086,Bariri,SP,9831.98
Aparecida De Goiania,-12.779697624190065,-16.766555906933384,-49.27050449473651,Aparecida De Goiania,GO,10119.98
Campo Bom,-16.65714285714286,-29.67698305268966,-51.06035322881095,Campo Bom,RS,10170.3
,,,,Sao  Paulo,SP,10309.42
Fernandopolis,-13.153846153846153,-20.283897827434043,-50.25001542133985,Fernandopolis,SP,10318.029999999999
Timbo,-9.6,-26.82666111427103,-49.27056366270407,Timbo,SC,10543.45
Araras,-10.953343130051433,-22.358986411169166,-47.37605074938263,Araras,SP,10790.85
Sombrio,-7.4,-29.10842822273192,-49.635401751693095,Sombrio,SC,11423.6
Birigui,-12.599301534785406,-21.293225438867463,-50.340870160673475,Birigui,SP,11430.59
Santa Rita Do Sapucai,-10.0,-22.246365676411074,-45.70682849228701,Santa Rita Do Sapucai,MG,11659.0
Jussara,-13.859223300970873,-16.956084502899504,-51.09903852541509,Jussara,PR,11762.4
Volta Redonda,-8.212376742604556,-22.50731230299707,-44.09958671169312,Volta Redonda,SP,11821.11
,,,,S Jose Do Rio Preto,SP,11879.289999999999
Amparo,-11.21578375019419,-22.7091478142943,-46.78762445648377,Amparo,SP,12122.77
Queimados,-17.822037603847836,-22.71220388008699,-43.56229518355663,Queimados,RJ,12203.400000000001
Serrana,-10.923076923076923,-21.208336726078613,-47.60207903584118,Serrana,SP,12227.82
Sete Lagoas,-12.358893673401788,-19.45761483858368,-44.24336280999428,Sete Lagoas,MG,12395.1
Campo Largo,-14.333333333333334,-25.462612224354938,-49.532508377357914,Campo Largo,PR,12872.6
Mirandopolis,-12.846153846153847,-21.131922273479898,-51.10300715867033,Mirandopolis,SP,12962.300000000001
Teixeira Soares,-27.0,-25.371752729521283,-50.46082291146616,Teixeira Soares,PR,13235.65
Andradas,-16.666666666666668,-22.070559830857196,-46.573545435867445,Andradas,MG,13272.7
Congonhas,-14.7,-20.51085827598588,-43.86240043101434,Congonhas,MG,13422.24
Tupa,-13.198749320282761,-21.93295274423512,-50.5103622200084,Tupa,SP,13426.62
Botucatu,-13.049414038902984,-22.87825819994218,-48.447959161521695,Botucatu,SP,13485.51
Jaboticabal,-9.717694994179277,-21.258431456520235,-48.31914211423621,Jaboticabal,SP,13580.06
Rio Claro,-11.513652267747949,-22.402035901514125,-47.55493853409896,Rio Claro,SP,13657.130000000001
Mamanguape,-12.166666666666666,-6.837271312193208,-35.127268944459026,Mamanguape,PB,13669.11
Sao Jose,-10.397027165556125,-27.58369130987806,-48.625190837483814,Sao Jose,SC,13842.189999999999
Porto Ferreira,-13.115384615384615,-21.867396479393843,-47.478629301813704,Porto Ferreira,SP,13961.34
Belo Horizonte,-12.574097583494611,-19.9166533879929,-43.95306940025337,Belo Horizonte,SP,14194.25
Americana,-10.888383898004959,-22.742581564029397,-47.330193455166054,Americana,SP,14270.640000000001
Campo Mourao,-13.009225092250922,-24.038589200678935,-52.37657942649415,Campo Mourao,PR,14438.84
Sao Ludgero,-6.0,-28.32944127712137,-49.17649179464338,Sao Ludgero,SC,14742.3
Itapecerica Da Serra,-9.306165267914784,-23.713786577121624,-46.84392743172105,Itapecerica Da Serra,SP,14989.67
Patos De Minas,-13.121739130434783,-18.58895996932979,-46.51460734383408,Patos De Minas,MG,15108.400000000001
Juiz De Fora,-13.166132542037587,-21.75805909666901,-43.35884615736643,Juiz De Fora,MG,15405.09
Louveira,-11.181818181818182,-23.085405581209343,-46.959424958120955,Louveira,SP,15557.6
Sao Carlos,-13.607226527302217,-22.051126222264188,-47.931613314033,Sao Carlos,SP,15817.210000000001
Registro,-11.933333333333334,-24.49865524037601,-47.84564436146152,Registro,SP,15949.84
Fortaleza,-9.954242541650522,-3.758578726952104,-38.52356838566069,Fortaleza,CE,16104.12
Uberaba,-14.06355891643534,-19.751554709246907,-47.9387467905154,Uberaba,MG,16301.36
Sao Jose Dos Pinhais,-12.475079632752482,-25.52838223207377,-49.17512480901241,Sao Jose Dos Pinhais,PR,16392.04
Capivari,-15.59375,-22.99744091346275,-47.50590503713161,Capivari,SP,16437.579999999998
Rio Do Sul,-13.02058066887174,-27.215632779375024,-49.64093196451004,Rio Do Sul,SC,16775.25
Laranjal Paulista,-10.176470588235293,-23.0496557354769,-47.83730315679704,Laranjal Paulista,SP,17024.949999999997
Ribeirao Pires,-10.39625656242867,-23.70429604309908,-46.41252562340089,Ribeirao Pires,SP,17138.59
Guanambi,-9.333333333333334,-14.222684441945244,-42.78246951871408,Guanambi,BA,17522.0
Viamao,-9.97500867754252,-30.074827736206803,-51.06766398186403,Viamao,RS,17568.079999999998
Arapongas,-11.04277566539924,-23.40827118923186,-51.43642834579785,Arapongas,PR,17864.309999999998
Salvador,-10.642777970964096,-12.977228849779438,-38.46067944097732,Salvador,BA,18151.03
Apucarana,-13.432019034670292,-23.557135172084294,-51.46419697851415,Apucarana,PR,18274.8
Santana De Parnaiba,-10.848506151142354,-23.45390805009136,-46.87392292045,Santana De Parnaiba,SP,19095.22
Canoas,-12.395698002206153,-29.92261765660888,-51.17780885065534,Canoas,RS,19202.690000000002
Pinhais,-11.814628571428571,-25.435597214605387,-49.18182260940979,Pinhais,PR,19759.63
Suzano,-11.10960591133005,-23.543916015805202,-46.30795810647649,Suzano,SP,19788.15
Votorantim,-9.59938128383604,-23.549910375851024,-47.453521383427535,Votorantim,SP,19862.24
Cachoeirinha,-16.335919134931828,-29.92920538916244,-51.08495407328414,Cachoeirinha,RS,20146.300000000003
Votuporanga,-13.203847728203028,-20.417275314026792,-49.973314725923224,Votuporanga,SP,20261.579999999998
Bauru,-13.603396316670652,-22.327250171297994,-49.066385955474665,Bauru,SP,20764.1
,,,,Pirituba,SP,21213.2
Santo Angelo,-17.09309366130558,-28.301392613176535,-54.26432368174286,Santo Angelo,RS,21235.98
Contagem,-12.596279420727283,-19.921096353968895,-44.05759714338238,Contagem,MG,21306.11
Carapicuiba,-10.857646844880888,-23.545456788490235,-46.8393547280438,Carapicuiba,SP,21442.13
Congonhal,-10.25,-21.83936279474967,-45.61496356662735,Congonhal,MG,21480.96
Santa Barbara D'Oeste,-10.683088954056696,-22.749653920887404,-47.39521270093705,Santa Barbara D'Oeste,SP,21920.36
Jaragua Do Sul,-13.209387541441284,-26.488029804581565,-49.096753471484845,Jaragua Do Sul,SC,22180.56
Foz Do Iguacu,-12.152141802067947,-25.524097905675575,-54.56569763810581,Foz Do Iguacu,PR,22584.36
Navegantes,-13.95385450597177,-26.88342448595461,-48.65382062993356,Navegantes,SC,22710.05
Tres Coracoes,-10.79961309044011,-21.693235659275224,-45.25936284232938,Tres Coracoes,MG,22713.440000000002
Garca,-14.666666666666666,-22.21150427934486,-49.65889489492281,Garca,SP,22979.629999999997
Itajai,-10.906709313837483,-26.906266801781065,-48.67999706285041,Itajai,SC,23943.33
Florianopolis,-9.448770331815224,-27.5631348903889,-48.50753351022632,Florianopolis,SC,24593.670000000002
Cariacica,-11.029888855512166,-20.333673053074108,-40.38278377886067,Cariacica,ES,24607.03
Cajamar,-10.95937673900946,-23.386132989361496,-46.83837894346344,Cajamar,SP,25211.09
Vicosa,-13.975765180592461,-20.747536470497504,-42.87441385480167,Vicosa,MG,25277.8
Serra Negra,-15.384615384615385,-22.616187093403454,-46.710428928505245,Serra Negra,SP,25369.8
Baependi,-15.875,-21.960840371079797,-44.88799124145116,Baependi,MG,25468.69
Niteroi,-10.601343502975855,-22.892331610150837,-43.09409689227602,Niteroi,RJ,25596.68
Macae,-8.711407889568486,-22.38048157412725,-41.7866170800087,Macae,RJ,25685.399999999998
Sarandi,-16.51038575667656,-24.896585056764305,-52.21167135946948,Sarandi,PR,25988.55
Assis,-13.031309904153355,-22.658358326687768,-50.41818036844406,Assis,SP,26178.23
Betim,-11.638304251364154,-19.952997840713806,-44.17024880343138,Betim,MG,26546.670000000002
Divinopolis,-15.027026288089022,-20.142244797804125,-44.88604670615969,Divinopolis,MG,26766.3
Montenegro,-11.1875,-29.688238317970825,-51.4687297294334,Montenegro,RS,26961.9
Colombo,-15.619888202412474,-25.35772687431352,-49.1877743697526,Colombo,PR,27915.0
Rolandia,-15.925185185185185,-23.314247121992132,-51.36991296513324,Rolandia,PR,27961.02
Jundiai,-10.773524125535738,-23.17794056572943,-46.91609766258374,Jundiai,SP,28374.49
Maua,-10.258064516129032,-23.670047544809865,-46.45038484969391,Maua,SP,28452.66
Monte Siao,-11.75,-22.43061273369082,-46.57334084810494,Monte Siao,MG,28979.64
Cotia,-11.261408992546285,-23.609206444649974,-46.91023389553558,Cotia,SP,30515.65
Indaiatuba,-11.06199638688957,-23.102240367571138,-47.223896379092515,Indaiatuba,SP,31574.24
Novo Hamburgo,-13.182312490004797,-29.688782506968096,-51.123871289036146,Novo Hamburgo,RS,31817.920000000002
